Name,Year.of.deployment,Type.of.wreck,Location.Country,Location.City.State.Province,Location.Water.Body,Depth,Latitude,Longitude,Accuracy,Last.update,Source,Notes,ISO.Country.Code,ISO.Country.Code.1,ISO.Country.Code.state.province,ID,calcite,chlomax,chlomean,chlomin,chlorange,cloudmax,cloudmean,cloudmin,damax,damean,damin,dissox,nitrate,parmax,parmean,ph,phos,salinity,silicate,sstmax,sstmean,sstmin,sstrange,Wreck.Category,Protected.Area,Name.Protected.Area,Near.Coral.ID,Distance.Coral,Near.Aquarium.Name,Distance.Aquarium,Last.update.Year,Last.update.Month,Last.update.Day,Purpose.of.deployment,Method.of.sinking,Baseline.survey,Monitoring,Method.of.monitoring,Research.outcome,Life.span.years,Source.1,Min.Est.Lifespan,Max.Est.Lifespan
PM Site - North Barge,1967,barge,USA, Florida,North Atlantic Ocean,22,30.3375,-81.18583,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1083,0.001461,4.487999916,3.078999996,1.192999959,3.295000076,0.551999986,0.476000011,0.389999986,0.243000001,0.200000003,0.133000001,4.993000031,0.257999986,54.55899811,39.2519989,8.248999596,0.184599996,33.77600098,1.225000024,29.04899979,22.86100006,16.22699928,12.82199955,service vessel,1,Southeast U.S.,10120,215.252382,Jacksonville Zoo and Gardens,44.6373307,2016,3,4,,,,,,,,,50,100
MG Site - Tug,1960,tug,USA, Florida,North Atlantic Ocean,23,30.30217,-81.11517,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1084,0.001461,4.487999916,3.078999996,1.192999959,3.295000076,0.551999986,0.476000011,0.389999986,0.243000001,0.200000003,0.133000001,4.993000031,0.257999986,54.55899811,39.2519989,8.248999596,0.184599996,33.77600098,1.225000024,29.04899979,22.86100006,16.22699928,12.82199955,service vessel,1,Southeast U.S.,10120,212.349464,Jacksonville Zoo and Gardens,52.05382302,2016,3,4,,,,,,,,,50,100
MR Site - Upside-Down Barge,1959,barge,USA, Florida,North Atlantic Ocean,20,30.4305,-81.22317,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1085,0.000509,1.297000051,0.805999994,0.363000005,0.934000015,0.748000026,0.595000029,0.495999992,0.134000003,0.103,0.067000002,4.90500021,0.26699999,54.98600006,39.9469986,8.244999886,0.164900005,34.93299866,1.215999961,28.96800041,23.62000084,18.38500023,10.58300018,service vessel,1,Southeast U.S.,10120,225.080676,Jacksonville Zoo and Gardens,40.56931687,2016,3,4,,,,,,,,,50,100
BB Site -Carpet Barge,,barge,USA, Florida,North Atlantic Ocean,15,30.43367,-81.1745,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1086,0.000509,1.297000051,0.805999994,0.363000005,0.934000015,0.748000026,0.595000029,0.495999992,0.134000003,0.103,0.067000002,4.90500021,0.26699999,54.98600006,39.9469986,8.244999886,0.164900005,34.93299866,1.215999961,28.96800041,23.62000084,18.38500023,10.58300018,service vessel,1,Southeast U.S.,10120,225.966044,Jacksonville Zoo and Gardens,45.25801577,2016,3,4,,,,,,,,,50,100
BR Site - Barge #1,,barge,USA, Florida,North Atlantic Ocean,32,30.36367,-80.83817,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1087,0.001461,4.487999916,3.078999996,1.192999959,3.295000076,0.551999986,0.476000011,0.389999986,0.243000001,0.200000003,0.133000001,4.993000031,0.257999986,54.55899811,39.2519989,8.248999596,0.184599996,33.77600098,1.225000024,29.04899979,22.86100006,16.22699928,12.82199955,service vessel,1,Southeast U.S.,28954,214.245994,Jacksonville Zoo and Gardens,77.58342109,2016,3,4,,,,,,,,,50,100
BR Site - N. Barge,,barge,USA, Florida,North Atlantic Ocean,32,30.36433,-80.83733,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1088,0.001461,4.487999916,3.078999996,1.192999959,3.295000076,0.551999986,0.476000011,0.389999986,0.243000001,0.200000003,0.133000001,4.993000031,0.257999986,54.55899811,39.2519989,8.248999596,0.184599996,33.77600098,1.225000024,29.04899979,22.86100006,16.22699928,12.82199955,service vessel,1,Southeast U.S.,28954,214.304149,Jacksonville Zoo and Gardens,77.65977998,2016,3,4,,,,,,,,,50,100
MR Site - Barge,,barge,USA, Florida,North Atlantic Ocean,20,30.44783,-81.2245,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1089,0.001712,5.142000198,3.529999971,1.309000015,3.832999945,0.561999977,0.485000014,0.400000006,0.257999986,0.209999993,0.138999999,4.978000164,0.261999995,54.76100159,39.61899948,8.248000145,0.182899997,33.87799835,1.230000019,28.89599991,22.86000061,16.21100044,12.68500042,service vessel,1,Southeast U.S.,10120,226.978302,Jacksonville Zoo and Gardens,40.63239397,2016,3,4,,,,,,,,,50,100
MR Site - Maxies,,barge,USA, Florida,North Atlantic Ocean,19,30.42133,-81.2075,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1090,0.001712,5.142000198,3.529999971,1.309000015,3.832999945,0.561999977,0.485000014,0.400000006,0.257999986,0.209999993,0.138999999,4.978000164,0.261999995,54.76100159,39.61899948,8.248000145,0.182899997,33.87799835,1.230000019,28.89599991,22.86000061,16.21100044,12.68500042,service vessel,1,Southeast U.S.,10120,224.232544,Jacksonville Zoo and Gardens,42.00904646,2016,3,4,,,,,,,,,50,100
NM Site - Barge,,barge,USA, Florida,North Atlantic Ocean,18,30.40283,-81.17667,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1091,0.001712,5.142000198,3.529999971,1.309000015,3.832999945,0.561999977,0.485000014,0.400000006,0.257999986,0.209999993,0.138999999,4.978000164,0.261999995,54.76100159,39.61899948,8.248000145,0.182899997,33.87799835,1.230000019,28.89599991,22.86000061,16.21100044,12.68500042,service vessel,1,Southeast U.S.,10120,222.548004,Jacksonville Zoo and Gardens,44.92227501,2016,3,4,,,,,,,,,50,100
NM Site - Nine Mile Barge,,barge,USA, Florida,North Atlantic Ocean,21,30.38913,-81.177,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1092,0.001462,5.201000214,3.210000038,0.894999981,4.306000233,0.57099998,0.495000005,0.40200001,0.254999995,0.196999997,0.115000002,4.965000153,0.264999986,54.25500107,39.4679985,8.246999741,0.181199998,33.98300171,1.235000014,28.86300087,22.86100006,16.3560009,12.50699997,service vessel,1,Southeast U.S.,10120,221.037399,Jacksonville Zoo and Gardens,44.91715316,2016,3,4,,,,,,,,,50,100
NM Site - Tar Barge,,barge,USA, Florida,North Atlantic Ocean,18,30.3925,-81.17117,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1093,0.000867,3.234999895,2.095999956,0.879999995,2.355000019,0.595000029,0.49000001,0.391000003,0.207000002,0.165999994,0.112999998,4.987999916,0.256000012,54.72999954,39.67900085,8.25,0.181700006,33.97700119,1.215999961,29.04599953,22.8939991,16.40600014,12.64000034,service vessel,1,Southeast U.S.,10120,221.479574,Jacksonville Zoo and Gardens,45.46595012,2016,3,4,,,,,,,,,50,100
PM Site - Navy Barge,,barge,USA, Florida,North Atlantic Ocean,22,30.32983,-81.18467,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1094,0.00046,0.990999997,0.671000004,0.31099999,0.680000007,0.714999974,0.58099997,0.488000005,0.118000001,0.093000002,0.061000001,4.887000084,0.268000007,55.25,39.81499863,8.244000435,0.160400003,35.16199875,1.213000059,28.90200043,23.82600021,18.90299988,9.998999596,service vessel,1,Southeast U.S.,10120,214.423064,Jacksonville Zoo and Gardens,44.89329836,2016,3,4,,,,,,,,,50,100
Rl Site - Barge,,barge,USA, Florida,North Atlantic Ocean,21,30.53433,-81.16183,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1095,0.000509,1.297000051,0.805999994,0.363000005,0.934000015,0.748000026,0.595000029,0.495999992,0.134000003,0.103,0.067000002,4.90500021,0.26699999,54.98600006,39.9469986,8.244999886,0.164900005,34.93299866,1.215999961,28.96800041,23.62000084,18.38500023,10.58300018,service vessel,1,Southeast U.S.,10120,237.189874,Jacksonville Zoo and Gardens,48.57701067,2016,3,4,,,,,,,,,50,100
BR Site - Warwick,,ferry,USA, Florida,North Atlantic Ocean,32,30.36233,-80.833,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1096,0.000509,1.297000051,0.805999994,0.363000005,0.934000015,0.748000026,0.595000029,0.495999992,0.134000003,0.103,0.067000002,4.90500021,0.26699999,54.98600006,39.9469986,8.244999886,0.164900005,34.93299866,1.215999961,28.96800041,23.62000084,18.38500023,10.58300018,passenger ship,1,Southeast U.S.,28954,214.014424,Jacksonville Zoo and Gardens,78.08838111,2016,3,4,,,,,,,,,,
BR Site - Ocean Going Tug #1,,tug,USA, Florida,North Atlantic Ocean,32,30.36133,-80.8427,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1097,0.001461,4.487999916,3.078999996,1.192999959,3.295000076,0.551999986,0.476000011,0.389999986,0.243000001,0.200000003,0.133000001,4.993000031,0.257999986,54.55899811,39.2519989,8.248999596,0.184599996,33.77600098,1.225000024,29.04899979,22.86100006,16.22699928,12.82199955,service vessel,1,Southeast U.S.,28954,214.066154,Jacksonville Zoo and Gardens,77.16442041,2016,3,4,,,,,,,,,50,100
BR Site - Tug #2,,tug,USA, Florida,North Atlantic Ocean,32,30.36417,-80.8405,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1098,0.00086,3.26699996,1.963000059,0.82099998,2.446000099,0.611999989,0.50999999,0.414000005,0.203999996,0.160999998,0.108999997,4.973999977,0.259000003,54.42200089,39.48799896,8.248999596,0.180000007,34.06700134,1.220999956,28.98699951,22.9489994,16.63500023,12.35200024,service vessel,1,Southeast U.S.,28954,214.339348,Jacksonville Zoo and Gardens,77.35657911,2016,3,4,,,,,,,,,50,100
MR Site - Tug,,tug,USA, Florida,North Atlantic Ocean,20,30.44395,-81.21757,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1099,0.00086,3.26699996,1.963000059,0.82099998,2.446000099,0.611999989,0.50999999,0.414000005,0.203999996,0.160999998,0.108999997,4.973999977,0.259000003,54.42200089,39.48799896,8.248999596,0.180000007,34.06700134,1.220999956,28.98699951,22.9489994,16.63500023,12.35200024,service vessel,1,Southeast U.S.,10120,226.620054,Jacksonville Zoo and Gardens,41.24345074,2016,3,4,,,,,,,,,50,100
BB Site - Wooden Tug,,tug,USA, Florida,North Atlantic Ocean,16,30.43183,-81.13583,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1100,0.00072,2.678999901,1.485999942,0.921999991,1.756999969,0.629000008,0.497999996,0.382999986,0.172000006,0.140000001,0.115999997,5.074999809,0.649999976,55.11999893,39.68399811,8.055999756,0.230000004,33.08399963,1.967000008,30.12100029,23.50699997,16.72800064,13.39299965,service vessel,1,Southeast U.S.,10120,226.259187,Jacksonville Zoo and Gardens,48.94956576,2016,3,4,,,,,,,,,50,100
BB Site - Old Gibbs Drydock,,drydock,USA, Florida,North Atlantic Ocean,16,30.43117,-81.13883,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1101,0.000964,2.834000111,1.899999976,1.274000049,1.559999943,0.704999983,0.521000028,0.374000013,0.186000004,0.158000007,0.136000007,5.087999821,0.648000002,55.08399963,39.63899994,8.055000305,0.231700003,32.92200089,1.978000045,30.05500031,23.31800079,16.36700058,13.68799973,other,1,Southeast U.S.,10120,226.146114,Jacksonville Zoo and Gardens,48.65726244,2016,3,4,,,,,,,,,,
Tug Ocean Wind,2016,tug,USA, Florida,Gulf of Mexico,25,30.18325,-87.20028,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1102,0.000554,1.957000017,1.065999985,0.583000004,1.373999953,0.582000017,0.486999989,0.395999998,0.158000007,0.118000001,0.086000003,5.06099987,0.65200001,55.54600143,39.77999878,8.057999611,0.228300005,33.24499893,1.957000017,30.1760006,23.79800034,17.35899925,12.81700039,service vessel,0,0,35281,313.395291,Hattiesburg Zoo,238.7037652,2016,3,4,,,,,,,,,50,100
Joe Patti Memorial Reef,2013,barge,USA, Florida,Gulf of Mexico,15,30.28883,-87.22925,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1103,0.000378,0.973999977,0.666000009,0.374000013,0.600000024,0.605000019,0.493000001,0.398999989,0.105999999,0.089000002,0.067000002,5.037000179,0.625,55.22700119,39.75400162,8.059000015,0.220799997,33.60800171,1.927999973,30.18400002,24.3390007,18.43700027,11.74699974,service vessel,1,Fort Pickens,35281,317.253441,Hattiesburg Zoo,230.2093664,2016,3,4,,,,,,,,,50,100
Will Davis Reef,2008,shrimp boat,USA, Florida,Gulf of Mexico,30,30.09773,-87.17517,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1104,0.000554,1.957000017,1.065999985,0.583000004,1.373999953,0.582000017,0.486999989,0.395999998,0.158000007,0.118000001,0.086000003,5.06099987,0.65200001,55.54600143,39.77999878,8.057999611,0.228300005,33.24499893,1.957000017,30.1760006,23.79800034,17.35899925,12.81700039,fishing vessel,0,0,35281,310.718941,Hattiesburg Zoo,245.9352267,2016,3,4,,,,,,,,,,
Oriskany Memorial Reef,2006,aircraft carrier,USA, Florida,Gulf of Mexico,65,30.04258,-87.00662,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1105,0.000476,1.636000037,0.953999996,0.481999993,1.154000044,0.592000008,0.497000009,0.398999989,0.142000005,0.108999997,0.077,5.046999931,0.653999984,55.66600037,39.72100067,8.06000042,0.226500005,33.40200043,1.94599998,30.22400093,23.97500038,17.67000008,12.5539999,warship,0,0,35281,322.178156,Hattiesburg Zoo,262.8469742,2016,3,4,,,,,,,,,,
Don Phillips Barge And Parks,2005,barge,USA, Florida,Gulf of Mexico,30,30.09583,-87.17667,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1106,0.000507,1.481999993,0.904999971,0.532000005,0.949999988,0.584999979,0.479000002,0.389999986,0.130999997,0.108000003,0.081,5.056000233,0.637000024,55.35900116,39.74100113,8.057999611,0.225400001,33.36000061,1.947000027,30.17900085,23.87800026,17.63599968,12.54300022,service vessel,0,0,35281,310.489756,Hattiesburg Zoo,245.9337932,2016,3,4,,,,,,,,,50,100
Knicklebine Barge,2003,barge,USA, Florida,Gulf of Mexico,37,30.03283,-87.19158,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1107,0.000507,1.481999993,0.904999971,0.532000005,0.949999988,0.584999979,0.479000002,0.389999986,0.130999997,0.108000003,0.081,5.056000233,0.637000024,55.35900116,39.74100113,8.057999611,0.225400001,33.36000061,1.947000027,30.17900085,23.87800026,17.63599968,12.54300022,service vessel,0,0,35281,305.865338,Hattiesburg Zoo,248.7542223,2016,3,4,,,,,,,,,50,100
Navy Dive Tender YDT-14,2000,navy dive tender,USA, Florida,Gulf of Mexico,27,30.08883,-87.16067,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1108,0.00072,2.678999901,1.485999942,0.921999991,1.756999969,0.629000008,0.497999996,0.382999986,0.172000006,0.140000001,0.115999997,5.074999809,0.649999976,55.11999893,39.68399811,8.055999756,0.230000004,33.08399963,1.967000008,30.12100029,23.50699997,16.72800064,13.39299965,warship,0,0,35281,311.458436,Hattiesburg Zoo,247.6457819,2016,3,4,,,,,,,,,,
Navy Dive Tender YDT-15,2000,navy dive tender,USA, Florida,Gulf of Mexico,27,30.08778,-87.15917,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1109,0.000424,1.164999962,0.786000013,0.43900001,0.726000011,0.595000029,0.495999992,0.395999998,0.118000001,0.097999997,0.072999999,5.041999817,0.639999986,55.66600037,39.72100067,8.059000015,0.2236,33.50400162,1.937000036,30.18199921,24.12199974,18.03199959,12.14999962,warship,0,0,35281,311.52844,Hattiesburg Zoo,247.8307862,2016,3,4,,,,,,,,,,
Oops Barge,1995,barge,USA, Florida,Gulf of Mexico,23,30.22055,-87.2332,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1110,0.00072,2.678999901,1.485999942,0.921999991,1.756999969,0.629000008,0.497999996,0.382999986,0.172000006,0.140000001,0.115999997,5.074999809,0.649999976,55.11999893,39.68399811,8.055999756,0.230000004,33.08399963,1.967000008,30.12100029,23.50699997,16.72800064,13.39299965,service vessel,0,0,35281,312.856703,Hattiesburg Zoo,233.814178,2016,3,4,,,,,,,,,50,100
Antares' Ship,1995,freighter,USA, Florida,Gulf of Mexico,40,30.00788,-87.13067,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1111,0.000554,1.957000017,1.065999985,0.583000004,1.373999953,0.582000017,0.486999989,0.395999998,0.158000007,0.118000001,0.086000003,5.06099987,0.65200001,55.54600143,39.77999878,8.057999611,0.228300005,33.24499893,1.957000017,30.1760006,23.79800034,17.35899925,12.81700039,dry cargo vessel,0,0,35281,309.773045,Hattiesburg Zoo,255.1425144,2016,3,4,,,,,,,,,50,100
Navy Camel Barge,1994,barge,USA, Florida,Gulf of Mexico,25,30.18657,-87.24607,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1112,0.00072,2.678999901,1.485999942,0.921999991,1.756999969,0.629000008,0.497999996,0.382999986,0.172000006,0.140000001,0.115999997,5.074999809,0.649999976,55.11999893,39.68399811,8.055999756,0.230000004,33.08399963,1.967000008,30.12100029,23.50699997,16.72800064,13.39299965,service vessel,0,0,35281,309.81884,Hattiesburg Zoo,234.797096,2016,3,4,,,,,,,,,50,100
Kingry Barge,1993,barge,USA, Florida,Gulf of Mexico,27,30.15962,-87.2317,Medium,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1113,0.000554,1.957000017,1.065999985,0.583000004,1.373999953,0.582000017,0.486999989,0.395999998,0.158000007,0.118000001,0.086000003,5.06099987,0.65200001,55.54600143,39.77999878,8.057999611,0.228300005,33.24499893,1.957000017,30.1760006,23.79800034,17.35899925,12.81700039,service vessel,0,0,35281,309.451986,Hattiesburg Zoo,237.5924262,2016,3,4,,,,,,,,,50,100
Navy Barge,1993,barge,USA, Florida,Gulf of Mexico,25,30.18633,-87.24583,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1114,0.00072,2.678999901,1.485999942,0.921999991,1.756999969,0.629000008,0.497999996,0.382999986,0.172000006,0.140000001,0.115999997,5.074999809,0.649999976,55.11999893,39.68399811,8.055999756,0.230000004,33.08399963,1.967000008,30.12100029,23.50699997,16.72800064,13.39299965,service vessel,0,0,35281,309.824611,Hattiesburg Zoo,234.8309757,2016,3,4,,,,,,,,,50,100
Pete Tide II Ship,1993,oil field supply vessel,USA, Florida,Gulf of Mexico,32,30.146,-87.23367,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1115,0.000383,1.402999997,0.796000004,0.400999993,1.001999974,0.634000003,0.528999984,0.421999991,0.126000002,0.096000001,0.068999998,5.032999992,0.656000018,55.51599884,39.56800079,8.06099987,0.224700004,33.55500031,1.93599999,30.20400047,24.27400017,18.20100021,12.00300026,tanker,0,0,35281,308.515066,Hattiesburg Zoo,238.2703636,2016,3,4,,,,,,,,,,
Soule Barge,1992,barge,USA, Florida,Gulf of Mexico,25,30.18147,-87.24277,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1116,0.000554,1.957000017,1.065999985,0.583000004,1.373999953,0.582000017,0.486999989,0.395999998,0.158000007,0.118000001,0.086000003,5.06099987,0.65200001,55.54600143,39.77999878,8.057999611,0.228300005,33.24499893,1.957000017,30.1760006,23.79800034,17.35899925,12.81700039,service vessel,0,0,35281,309.79442,Hattiesburg Zoo,235.3718981,2016,3,4,,,,,,,,,50,100
Avocet,1991,dredge,USA, Florida,Gulf of Mexico,35,29.97282,-87.21005,Low,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1117,0.000554,1.957000017,1.065999985,0.583000004,1.373999953,0.582000017,0.486999989,0.395999998,0.158000007,0.118000001,0.086000003,5.06099987,0.65200001,55.54600143,39.77999878,8.057999611,0.228300005,33.24499893,1.957000017,30.1760006,23.79800034,17.35899925,12.81700039,special purpose vessel,0,0,35281,301.183895,Hattiesburg Zoo,251.2693465,2016,3,4,,,,,,,,,,
Born Again Tugboat,1991,tug,USA, Florida,Gulf of Mexico,29,30.13683,-87.23683,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1118,0.000554,1.957000017,1.065999985,0.583000004,1.373999953,0.582000017,0.486999989,0.395999998,0.158000007,0.118000001,0.086000003,5.06099987,0.65200001,55.54600143,39.77999878,8.057999611,0.228300005,33.24499893,1.957000017,30.1760006,23.79800034,17.35899925,12.81700039,service vessel,0,0,35281,307.73477,Hattiesburg Zoo,238.5847033,2016,3,4,,,,,,,,,50,100
Philip Tugboat,1990,tug,USA, Florida,Gulf of Mexico,29,30.13288,-87.2222,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1119,0.000554,1.957000017,1.065999985,0.583000004,1.373999953,0.582000017,0.486999989,0.395999998,0.158000007,0.118000001,0.086000003,5.06099987,0.65200001,55.54600143,39.77999878,8.057999611,0.228300005,33.24499893,1.957000017,30.1760006,23.79800034,17.35899925,12.81700039,service vessel,0,0,35281,308.727343,Hattiesburg Zoo,239.9984021,2016,3,4,,,,,,,,,50,100
Elsie,1990,landing craft,USA, Florida,Gulf of Mexico,,30.13645,-87.22807,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1120,0.00072,2.678999901,1.485999942,0.921999991,1.756999969,0.629000008,0.497999996,0.382999986,0.172000006,0.140000001,0.115999997,5.074999809,0.649999976,55.11999893,39.68399811,8.055999756,0.230000004,33.08399963,1.967000008,30.12100029,23.50699997,16.72800064,13.39299965,warship,0,0,35281,308.440251,Hattiesburg Zoo,239.3082057,2016,3,4,,,,,,,,,,
Heron Tugboat,1990,tug,USA, Florida,Gulf of Mexico,27,30.13647,-87.22775,High,04-Mar-16,http://myfwc.com/media/131585/reefs.pdf,,USA,840,US-FL,1121,0.00072,2.678999901,1.485999942,0.921999991,1.756999969,0.629000008,0.497999996,0.382999986,0.172000006,0.140000001,0.115999997,5.074999809,0.649999976,55.11999893,39.68399811,8.055999756,0.230000004,33.08399963,1.967000008,30.12100029,23.50699997,16.72800064,13.39299965,service vessel,0,0,35281,308.467943,Hattiesburg Zoo,239.3325535,2016,3,4,,,,,,,,,50,100
